Stof,Bedrijf,Jaar,Hoeveelheid,Eenheid
NMVOS,RWZI Terneuzen,2022,96,kg
NMVOS,RWZI Terneuzen,2022,104,kg
Zwaveloxiden (als SO2),RWZI Terneuzen,2022,159,kg
VOS,RWZI Terneuzen,2022,243,kg
Koolstofmonoxide,RWZI Terneuzen,2022,331,kg
Distikstofoxide,RWZI Terneuzen,2022,437,kg CO₂-eq
Stikstofoxiden (als NO2),RWZI Terneuzen,2022,1284,kg
Methaan,RWZI Terneuzen,2022,2318,kg CO₂-eq
Distikstofoxide,RWZI Terneuzen,2022,4303,kg
Methaan,RWZI Terneuzen,2022,6322,kg
VOS,RWZI Terneuzen,2022,6418,kg
Methaan,RWZI Terneuzen,2022,177017,kg CO₂-eq
Koolstofdioxide,RWZI Terneuzen,2022,661889,kg CO₂-eq
Koolstofdioxide,RWZI Terneuzen,2022,661889,kg
Distikstofoxide,RWZI Terneuzen,2022,1140279,kg CO₂-eq
Koolstofdioxide,RWZI Terneuzen,2022,1371449,kg CO₂-eq
Koolstofdioxide,RWZI Terneuzen,2022,1371449,kg
Distikstofoxide,RWZI Terschelling,2022,1,kg CO₂-eq
Koolstofmonoxide,RWZI Terschelling,2022,1,kg
Stikstofoxiden (als NO2),RWZI Terschelling,2022,1,kg
Tolueen,RWZI Terschelling,2022,4,kg
Methaan,RWZI Terschelling,2022,9,kg CO₂-eq
NMVOS,RWZI Terschelling,2022,12,kg
Distikstofoxide,RWZI Terschelling,2022,881,kg
Methaan,RWZI Terschelling,2022,2009,kg
VOS,RWZI Terschelling,2022,2021,kg
Koolstofdioxide,RWZI Terschelling,2022,3174,kg CO₂-eq
Koolstofdioxide,RWZI Terschelling,2022,3174,kg
Methaan,RWZI Terschelling,2022,56247,kg CO₂-eq
Distikstofoxide,RWZI Terschelling,2022,233424,kg CO₂-eq
Koolstofdioxide,RWZI Terschelling,2022,284080,kg CO₂-eq
Koolstofdioxide,RWZI Terschelling,2022,284080,kg
Distikstofoxide,RWZI Terwolde,2022,1,kg CO₂-eq
Koolstofmonoxide,RWZI Terwolde,2022,1,kg
Stikstofoxiden (als NO2),RWZI Terwolde,2022,1,kg
Methaan,RWZI Terwolde,2022,4,kg CO₂-eq
Tolueen,RWZI Terwolde,2022,12,kg
NMVOS,RWZI Terwolde,2022,40,kg
Koolstofdioxide,RWZI Terwolde,2022,1572,kg CO₂-eq
Koolstofdioxide,RWZI Terwolde,2022,1572,kg
Distikstofoxide,RWZI Terwolde,2022,3870,kg
Methaan,RWZI Terwolde,2022,6633,kg
VOS,RWZI Terwolde,2022,6673,kg
Methaan,RWZI Terwolde,2022,185734,kg CO₂-eq
Distikstofoxide,RWZI Terwolde,2022,1025464,kg CO₂-eq
Koolstofdioxide,RWZI Terwolde,2022,1120187,kg CO₂-eq
Koolstofdioxide,RWZI Terwolde,2022,1120187,kg
Tolueen,RWZI Tholen,2022,5,kg
NMVOS,RWZI Tholen,2022,17,kg
Distikstofoxide,RWZI Tholen,2022,1139,kg
Methaan,RWZI Tholen,2022,3561,kg
VOS,RWZI Tholen,2022,3578,kg
Methaan,RWZI Tholen,2022,99707,kg CO₂-eq
Distikstofoxide,RWZI Tholen,2022,301799,kg CO₂-eq
Koolstofdioxide,RWZI Tholen,2022,508256,kg CO₂-eq
Koolstofdioxide,RWZI Tholen,2022,508256,kg
Benzeen,RWZI Tiel,2022,1,kg
Formaldehyde,RWZI Tiel,2022,1,kg
Elementair koolstof (EC2.5),RWZI Tiel,2022,2,kg
Distikstofoxide,RWZI Tiel,2022,3,kg
Tolueen,RWZI Tiel,2022,23,kg
Etheen,RWZI Tiel,2022,28,kg
Fijnstof (PM10),RWZI Tiel,2022,56,kg
"Fijnstof (PM2,5)",RWZI Tiel,2022,56,kg
TSP (Totaal stof),RWZI Tiel,2022,56,kg
NMVOS,RWZI Tiel,2022,98,kg
Methaan,RWZI Tiel,2022,141,kg
NMVOS,RWZI Tiel,2022,181,kg
Zwaveloxiden (als SO2),RWZI Tiel,2022,279,kg
VOS,RWZI Tiel,2022,421,kg
Koolstofmonoxide,RWZI Tiel,2022,566,kg
Distikstofoxide,RWZI Tiel,2022,748,kg CO₂-eq
Stikstofoxiden (als NO2),RWZI Tiel,2022,2237,kg
Methaan,RWZI Tiel,2022,3961,kg CO₂-eq
Distikstofoxide,RWZI Tiel,2022,5288,kg
Methaan,RWZI Tiel,2022,14582,kg
VOS,RWZI Tiel,2022,14680,kg
Methaan,RWZI Tiel,2022,408291,kg CO₂-eq
Distikstofoxide,RWZI Tiel,2022,1401446,kg CO₂-eq
Koolstofdioxide,RWZI Tiel,2022,1889919,kg CO₂-eq
Koolstofdioxide,RWZI Tiel,2022,1889919,kg
Koolstofdioxide,RWZI Tiel,2022,2367329,kg CO₂-eq
Koolstofdioxide,RWZI Tiel,2022,2367329,kg
Benzeen,RWZI Tilburg-Noord,2022,2,kg
Formaldehyde,RWZI Tilburg-Noord,2022,3,kg
Elementair koolstof (EC2.5),RWZI Tilburg-Noord,2022,8,kg
Distikstofoxide,RWZI Tilburg-Noord,2022,10,kg
Methaan,RWZI Tilburg-Noord,2022,17,kg
VOS,RWZI Tilburg-Noord,2022,17,kg
Tolueen,RWZI Tilburg-Noord,2022,81,kg
Etheen,RWZI Tilburg-Noord,2022,105,kg
Fijnstof (PM10),RWZI Tilburg-Noord,2022,209,kg
"Fijnstof (PM2,5)",RWZI Tilburg-Noord,2022,209,kg
TSP (Totaal stof),RWZI Tilburg-Noord,2022,209,kg
NMVOS,RWZI Tilburg-Noord,2022,281,kg
Methaan,RWZI Tilburg-Noord,2022,480,kg CO₂-eq
Methaan,RWZI Tilburg-Noord,2022,524,kg
NMVOS,RWZI Tilburg-Noord,2022,680,kg
Zwaveloxiden (als SO2),RWZI Tilburg-Noord,2022,1045,kg
VOS,RWZI Tilburg-Noord,2022,1570,kg
Koolstofmonoxide,RWZI Tilburg-Noord,2022,2097,kg
Distikstofoxide,RWZI Tilburg-Noord,2022,2777,kg CO₂-eq
Stikstofoxiden (als NO2),RWZI Tilburg-Noord,2022,8368,kg
Methaan,RWZI Tilburg-Noord,2022,14677,kg CO₂-eq
Distikstofoxide,RWZI Tilburg-Noord,2022,19489,kg
Methaan,RWZI Tilburg-Noord,2022,108789,kg
VOS,RWZI Tilburg-Noord,2022,109070,kg
Methaan,RWZI Tilburg-Noord,2022,3046104,kg CO₂-eq
Distikstofoxide,RWZI Tilburg-Noord,2022,5164613,kg CO₂-eq
Koolstofdioxide,RWZI Tilburg-Noord,2022,6298783,kg CO₂-eq
Koolstofdioxide,RWZI Tilburg-Noord,2022,6298783,kg
Koolstofdioxide,RWZI Tilburg-Noord,2022,8816560,kg CO₂-eq
Koolstofdioxide,RWZI Tilburg-Noord,2022,8816560,kg
Methaan,RWZI Tubbergen,2022,1,kg
VOS,RWZI Tubbergen,2022,1,kg
Koolstofmonoxide,RWZI Tubbergen,2022,2,kg
Stikstofoxiden (als NO2),RWZI Tubbergen,2022,2,kg
Distikstofoxide,RWZI Tubbergen,2022,3,kg CO₂-eq
Tolueen,RWZI Tubbergen,2022,4,kg
NMVOS,RWZI Tubbergen,2022,15,kg
Methaan,RWZI Tubbergen,2022,16,kg CO₂-eq
Distikstofoxide,RWZI Tubbergen,2022,861,kg
Methaan,RWZI Tubbergen,2022,2782,kg
VOS,RWZI Tubbergen,2022,2797,kg
Koolstofdioxide,RWZI Tubbergen,2022,5672,kg CO₂-eq
Koolstofdioxide,RWZI Tubbergen,2022,5672,kg
Methaan,RWZI Tubbergen,2022,77894,kg CO₂-eq
Distikstofoxide,RWZI Tubbergen,2022,228151,kg CO₂-eq
Koolstofdioxide,RWZI Tubbergen,2022,401064,kg CO₂-eq
Koolstofdioxide,RWZI Tubbergen,2022,401064,kg
Tolueen,RWZI Tweede Exloermond,2022,2,kg
Methaan,RWZI Tweede Exloermond,2022,3,kg CO₂-eq
NMVOS,RWZI Tweede Exloermond,2022,10,kg
Distikstofoxide,RWZI Tweede Exloermond,2022,517,kg
Koolstofdioxide,RWZI Tweede Exloermond,2022,1016,kg CO₂-eq
Koolstofdioxide,RWZI Tweede Exloermond,2022,1016,kg
Methaan,RWZI Tweede Exloermond,2022,1709,kg
VOS,RWZI Tweede Exloermond,2022,1719,kg
Methaan,RWZI Tweede Exloermond,2022,47862,kg CO₂-eq
Distikstofoxide,RWZI Tweede Exloermond,2022,137101,kg CO₂-eq
Koolstofdioxide,RWZI Tweede Exloermond,2022,224882,kg CO₂-eq
Koolstofdioxide,RWZI Tweede Exloermond,2022,224882,kg
Methaan,RWZI Uithoorn,2022,1,kg
VOS,RWZI Uithoorn,2022,1,kg
Distikstofoxide,RWZI Uithoorn,2022,4,kg CO₂-eq
Koolstofmonoxide,RWZI Uithoorn,2022,4,kg
Stikstofoxiden (als NO2),RWZI Uithoorn,2022,4,kg
Tolueen,RWZI Uithoorn,2022,12,kg
Methaan,RWZI Uithoorn,2022,27,kg CO₂-eq
NMVOS,RWZI Uithoorn,2022,53,kg
Distikstofoxide,RWZI Uithoorn,2022,3269,kg
Methaan,RWZI Uithoorn,2022,4352,kg
VOS,RWZI Uithoorn,2022,4405,kg
Koolstofdioxide,RWZI Uithoorn,2022,9562,kg CO₂-eq
Koolstofdioxide,RWZI Uithoorn,2022,9562,kg
Methaan,RWZI Uithoorn,2022,121864,kg CO₂-eq
Koolstofdioxide,RWZI Uithoorn,2022,526684,kg CO₂-eq
Koolstofdioxide,RWZI Uithoorn,2022,526684,kg
Distikstofoxide,RWZI Uithoorn,2022,866373,kg CO₂-eq
Methaan,RWZI Uithuizermeeden,2022,1,kg
VOS,RWZI Uithuizermeeden,2022,1,kg
Distikstofoxide,RWZI Uithuizermeeden,2022,3,kg CO₂-eq
Koolstofmonoxide,RWZI Uithuizermeeden,2022,3,kg
Stikstofoxiden (als NO2),RWZI Uithuizermeeden,2022,3,kg
Tolueen,RWZI Uithuizermeeden,2022,3,kg
NMVOS,RWZI Uithuizermeeden,2022,18,kg
Methaan,RWZI Uithuizermeeden,2022,19,kg CO₂-eq
Distikstofoxide,RWZI Uithuizermeeden,2022,688,kg
Methaan,RWZI Uithuizermeeden,2022,1366,kg
VOS,RWZI Uithuizermeeden,2022,1384,kg
Koolstofdioxide,RWZI Uithuizermeeden,2022,6831,kg CO₂-eq
Koolstofdioxide,RWZI Uithuizermeeden,2022,6831,kg
Methaan,RWZI Uithuizermeeden,2022,38245,kg CO₂-eq
Koolstofdioxide,RWZI Uithuizermeeden,2022,170462,kg CO₂-eq
Koolstofdioxide,RWZI Uithuizermeeden,2022,170462,kg
Distikstofoxide,RWZI Uithuizermeeden,2022,182219,kg CO₂-eq
Tolueen,RWZI Ulrum,2022,2,kg
NMVOS,RWZI Ulrum,2022,11,kg
Distikstofoxide,RWZI Ulrum,2022,485,kg
Methaan,RWZI Ulrum,2022,1411,kg
VOS,RWZI Ulrum,2022,1422,kg
Methaan,RWZI Ulrum,2022,39499,kg CO₂-eq
Distikstofoxide,RWZI Ulrum,2022,128462,kg CO₂-eq
Koolstofdioxide,RWZI Ulrum,2022,197949,kg CO₂-eq
Koolstofdioxide,RWZI Ulrum,2022,197949,kg
VOS,RWZI Ursem,2022,1,kg
Distikstofoxide,RWZI Ursem,2022,2,kg CO₂-eq
Koolstofmonoxide,RWZI Ursem,2022,2,kg
Stikstofoxiden (als NO2),RWZI Ursem,2022,2,kg
Methaan,RWZI Ursem,2022,12,kg CO₂-eq
Tolueen,RWZI Ursem,2022,12,kg
NMVOS,RWZI Ursem,2022,45,kg
Distikstofoxide,RWZI Ursem,2022,3215,kg
Koolstofdioxide,RWZI Ursem,2022,4209,kg CO₂-eq
Koolstofdioxide,RWZI Ursem,2022,4209,kg
Methaan,RWZI Ursem,2022,5322,kg
VOS,RWZI Ursem,2022,5367,kg
Methaan,RWZI Ursem,2022,149029,kg CO₂-eq
Koolstofdioxide,RWZI Ursem,2022,686428,kg CO₂-eq
Koolstofdioxide,RWZI Ursem,2022,686428,kg
Distikstofoxide,RWZI Ursem,2022,851856,kg CO₂-eq
Benzeen,RWZI Utrecht,2022,3,kg
Tolueen,RWZI Utrecht,2022,88,kg
NMVOS,RWZI Utrecht,2022,344,kg
Distikstofoxide,RWZI Utrecht,2022,22236,kg
Methaan,RWZI Utrecht,2022,57345,kg
VOS,RWZI Utrecht,2022,57689,kg
Methaan,RWZI Utrecht,2022,1605657,kg CO₂-eq
Distikstofoxide,RWZI Utrecht,2022,5892473,kg CO₂-eq
Koolstofdioxide,RWZI Utrecht,2022,9071921,kg CO₂-eq
Koolstofdioxide,RWZI Utrecht,2022,9071921,kg
Methaan,RWZI Varsseveld,2022,1,kg
VOS,RWZI Varsseveld,2022,1,kg
Koolstofmonoxide,RWZI Varsseveld,2022,4,kg
Stikstofoxiden (als NO2),RWZI Varsseveld,2022,4,kg
Tolueen,RWZI Varsseveld,2022,4,kg
Distikstofoxide,RWZI Varsseveld,2022,5,kg CO₂-eq
NMVOS,RWZI Varsseveld,2022,18,kg
Methaan,RWZI Varsseveld,2022,31,kg CO₂-eq
Distikstofoxide,RWZI Varsseveld,2022,1168,kg
Methaan,RWZI Varsseveld,2022,2655,kg
VOS,RWZI Varsseveld,2022,2673,kg
Koolstofdioxide,RWZI Varsseveld,2022,10946,kg CO₂-eq
Koolstofdioxide,RWZI Varsseveld,2022,10946,kg
Methaan,RWZI Varsseveld,2022,74342,kg CO₂-eq
Distikstofoxide,RWZI Varsseveld,2022,309629,kg CO₂-eq
Koolstofdioxide,RWZI Varsseveld,2022,360546,kg CO₂-eq
Koolstofdioxide,RWZI Varsseveld,2022,360546,kg
Distikstofoxide,RWZI Veendam,2022,1,kg
Elementair koolstof (EC2.5),RWZI Veendam,2022,1,kg
Etheen,RWZI Veendam,2022,12,kg
Tolueen,RWZI Veendam,2022,15,kg
Fijnstof (PM10),RWZI Veendam,2022,25,kg
"Fijnstof (PM2,5)",RWZI Veendam,2022,25,kg
TSP (Totaal stof),RWZI Veendam,2022,25,kg
Methaan,RWZI Veendam,2022,62,kg
NMVOS,RWZI Veendam,2022,68,kg
NMVOS,RWZI Veendam,2022,81,kg
Zwaveloxiden (als SO2),RWZI Veendam,2022,124,kg
VOS,RWZI Veendam,2022,187,kg
Koolstofmonoxide,RWZI Veendam,2022,250,kg
Distikstofoxide,RWZI Veendam,2022,331,kg CO₂-eq
Stikstofoxiden (als NO2),RWZI Veendam,2022,995,kg
Methaan,RWZI Veendam,2022,1748,kg CO₂-eq
Distikstofoxide,RWZI Veendam,2022,3047,kg
Methaan,RWZI Veendam,2022,12924,kg
VOS,RWZI Veendam,2022,12992,kg
Methaan,RWZI Veendam,2022,361878,kg CO₂-eq
Distikstofoxide,RWZI Veendam,2022,807557,kg CO₂-eq
Koolstofdioxide,RWZI Veendam,2022,1049244,kg CO₂-eq
Koolstofdioxide,RWZI Veendam,2022,1049244,kg
Koolstofdioxide,RWZI Veendam,2022,1470642,kg CO₂-eq
Koolstofdioxide,RWZI Veendam,2022,1470642,kg
Benzeen,RWZI Veenendaal,2022,1,kg
Elementair koolstof (EC2.5),RWZI Veenendaal,2022,1,kg
Formaldehyde,RWZI Veenendaal,2022,1,kg
Distikstofoxide,RWZI Veenendaal,2022,2,kg
Etheen,RWZI Veenendaal,2022,18,kg
Tolueen,RWZI Veenendaal,2022,30,kg
Fijnstof (PM10),RWZI Veenendaal,2022,36,kg
"Fijnstof (PM2,5)",RWZI Veenendaal,2022,36,kg
TSP (Totaal stof),RWZI Veenendaal,2022,36,kg
Methaan,RWZI Veenendaal,2022,92,kg
NMVOS,RWZI Veenendaal,2022,119,kg
NMVOS,RWZI Veenendaal,2022,127,kg
Zwaveloxiden (als SO2),RWZI Veenendaal,2022,182,kg
VOS,RWZI Veenendaal,2022,274,kg
Koolstofmonoxide,RWZI Veenendaal,2022,366,kg
Distikstofoxide,RWZI Veenendaal,2022,485,kg CO₂-eq
Stikstofoxiden (als NO2),RWZI Veenendaal,2022,1460,kg
Methaan,RWZI Veenendaal,2022,2563,kg CO₂-eq
Methaan,RWZI Veenendaal,2022,2656,kg
VOS,RWZI Veenendaal,2022,2656,kg
Distikstofoxide,RWZI Veenendaal,2022,7162,kg
Methaan,RWZI Veenendaal,2022,21153,kg
VOS,RWZI Veenendaal,2022,21279,kg
Methaan,RWZI Veenendaal,2022,74379,kg CO₂-eq
Methaan,RWZI Veenendaal,2022,592270,kg CO₂-eq
Koolstofdioxide,RWZI Veenendaal,2022,1538969,kg CO₂-eq
Koolstofdioxide,RWZI Veenendaal,2022,1538969,kg
Distikstofoxide,RWZI Veenendaal,2022,1898045,kg CO₂-eq
Koolstofdioxide,RWZI Veenendaal,2022,2236862,kg CO₂-eq
Koolstofdioxide,RWZI Veenendaal,2022,2236862,kg
Benzeen,RWZI Velsen,2022,1,kg
Distikstofoxide,RWZI Velsen,2022,1,kg
Elementair koolstof (EC2.5),RWZI Velsen,2022,1,kg
Etheen,RWZI Velsen,2022,13,kg
Tolueen,RWZI Velsen,2022,24,kg
Fijnstof (PM10),RWZI Velsen,2022,26,kg
"Fijnstof (PM2,5)",RWZI Velsen,2022,26,kg
TSP (Totaal stof),RWZI Velsen,2022,26,kg
Methaan,RWZI Velsen,2022,64,kg
NMVOS,RWZI Velsen,2022,84,kg
NMVOS,RWZI Velsen,2022,90,kg
Zwaveloxiden (als SO2),RWZI Velsen,2022,129,kg
VOS,RWZI Velsen,2022,193,kg
Koolstofmonoxide,RWZI Velsen,2022,258,kg
Distikstofoxide,RWZI Velsen,2022,342,kg CO₂-eq
Stikstofoxiden (als NO2),RWZI Velsen,2022,1031,kg
Methaan,RWZI Velsen,2022,1805,kg CO₂-eq
Distikstofoxide,RWZI Velsen,2022,5752,kg
Methaan,RWZI Velsen,2022,18553,kg
VOS,RWZI Velsen,2022,18643,kg
Methaan,RWZI Velsen,2022,519477,kg CO₂-eq
Koolstofdioxide,RWZI Velsen,2022,1085293,kg CO₂-eq
Koolstofdioxide,RWZI Velsen,2022,1085293,kg
Distikstofoxide,RWZI Velsen,2022,1524193,kg CO₂-eq
Koolstofdioxide,RWZI Velsen,2022,2380723,kg CO₂-eq
Koolstofdioxide,RWZI Velsen,2022,2380723,kg
Formaldehyde,RWZI Venlo,2022,1,kg
Benzeen,RWZI Venlo,2022,2,kg
Elementair koolstof (EC2.5),RWZI Venlo,2022,4,kg
Distikstofoxide,RWZI Venlo,2022,5,kg
Etheen,RWZI Venlo,2022,45,kg
Tolueen,RWZI Venlo,2022,80,kg
Fijnstof (PM10),RWZI Venlo,2022,89,kg
"Fijnstof (PM2,5)",RWZI Venlo,2022,89,kg
TSP (Totaal stof),RWZI Venlo,2022,89,kg
Methaan,RWZI Venlo,2022,226,kg
NMVOS,RWZI Venlo,2022,290,kg
NMVOS,RWZI Venlo,2022,369,kg
Zwaveloxiden (als SO2),RWZI Venlo,2022,446,kg
VOS,RWZI Venlo,2022,672,kg
Koolstofmonoxide,RWZI Venlo,2022,903,kg
Distikstofoxide,RWZI Venlo,2022,1195,kg CO₂-eq
Stikstofoxiden (als NO2),RWZI Venlo,2022,3575,kg
Methaan,RWZI Venlo,2022,6323,kg CO₂-eq
Distikstofoxide,RWZI Venlo,2022,21573,kg
Methaan,RWZI Venlo,2022,64320,kg
VOS,RWZI Venlo,2022,64689,kg
Methaan,RWZI Venlo,2022,1800964,kg CO₂-eq
Koolstofdioxide,RWZI Venlo,2022,3781579,kg CO₂-eq
Koolstofdioxide,RWZI Venlo,2022,3781579,kg
Distikstofoxide,RWZI Venlo,2022,5716795,kg CO₂-eq
Koolstofdioxide,RWZI Venlo,2022,6883187,kg CO₂-eq
Koolstofdioxide,RWZI Venlo,2022,6883187,kg
Distikstofoxide,RWZI Venray,2022,1,kg
Elementair koolstof (EC2.5),RWZI Venray,2022,1,kg
Etheen,RWZI Venray,2022,12,kg
Tolueen,RWZI Venray,2022,17,kg
Fijnstof (PM10),RWZI Venray,2022,25,kg
"Fijnstof (PM2,5)",RWZI Venray,2022,25,kg
TSP (Totaal stof),RWZI Venray,2022,25,kg
Methaan,RWZI Venray,2022,61,kg
NMVOS,RWZI Venray,2022,80,kg
NMVOS,RWZI Venray,2022,80,kg
Zwaveloxiden (als SO2),RWZI Venray,2022,123,kg
VOS,RWZI Venray,2022,184,kg
Koolstofmonoxide,RWZI Venray,2022,245,kg
Distikstofoxide,RWZI Venray,2022,325,kg CO₂-eq
Stikstofoxiden (als NO2),RWZI Venray,2022,981,kg
Methaan,RWZI Venray,2022,1717,kg CO₂-eq
Distikstofoxide,RWZI Venray,2022,4532,kg
Methaan,RWZI Venray,2022,6992,kg
VOS,RWZI Venray,2022,7072,kg
Methaan,RWZI Venray,2022,195772,kg CO₂-eq
Koolstofdioxide,RWZI Venray,2022,666778,kg CO₂-eq
Koolstofdioxide,RWZI Venray,2022,666778,kg
Koolstofdioxide,RWZI Venray,2022,1032475,kg CO₂-eq
Koolstofdioxide,RWZI Venray,2022,1032475,kg
Distikstofoxide,RWZI Venray,2022,1200956,kg CO₂-eq
Methaan,RWZI Vianen,2022,1,kg
VOS,RWZI Vianen,2022,1,kg
Koolstofmonoxide,RWZI Vianen,2022,4,kg
Stikstofoxiden (als NO2),RWZI Vianen,2022,4,kg
Distikstofoxide,RWZI Vianen,2022,5,kg CO₂-eq
Tolueen,RWZI Vianen,2022,9,kg
Methaan,RWZI Vianen,2022,31,kg CO₂-eq
NMVOS,RWZI Vianen,2022,46,kg
Distikstofoxide,RWZI Vianen,2022,2345,kg
Methaan,RWZI Vianen,2022,5301,kg
VOS,RWZI Vianen,2022,5347,kg
Koolstofdioxide,RWZI Vianen,2022,10885,kg CO₂-eq
Koolstofdioxide,RWZI Vianen,2022,10885,kg
Methaan,RWZI Vianen,2022,148426,kg CO₂-eq
Distikstofoxide,RWZI Vianen,2022,621384,kg CO₂-eq
Koolstofdioxide,RWZI Vianen,2022,758961,kg CO₂-eq
Koolstofdioxide,RWZI Vianen,2022,758961,kg
Benzeen,RWZI Vinkel,2022,1,kg
Methaan,RWZI Vinkel,2022,1,kg
VOS,RWZI Vinkel,2022,1,kg
Distikstofoxide,RWZI Vinkel,2022,3,kg CO₂-eq
Koolstofmonoxide,RWZI Vinkel,2022,3,kg
Stikstofoxiden (als NO2),RWZI Vinkel,2022,3,kg
Methaan,RWZI Vinkel,2022,19,kg CO₂-eq
Tolueen,RWZI Vinkel,2022,19,kg
NMVOS,RWZI Vinkel,2022,64,kg
Distikstofoxide,RWZI Vinkel,2022,4070,kg
Koolstofdioxide,RWZI Vinkel,2022,6738,kg CO₂-eq
Koolstofdioxide,RWZI Vinkel,2022,6738,kg
Methaan,RWZI Vinkel,2022,22139,kg
VOS,RWZI Vinkel,2022,22203,kg
Methaan,RWZI Vinkel,2022,619884,kg CO₂-eq
Distikstofoxide,RWZI Vinkel,2022,1078675,kg CO₂-eq
Koolstofdioxide,RWZI Vinkel,2022,2291123,kg CO₂-eq
Koolstofdioxide,RWZI Vinkel,2022,2291123,kg
Distikstofoxide,RWZI Vlieland,2022,1,kg CO₂-eq
Koolstofmonoxide,RWZI Vlieland,2022,1,kg
Stikstofoxiden (als NO2),RWZI Vlieland,2022,1,kg
Tolueen,RWZI Vlieland,2022,1,kg
NMVOS,RWZI Vlieland,2022,3,kg
Methaan,RWZI Vlieland,2022,6,kg CO₂-eq
Methaan,RWZI Vlieland,2022,85,kg
VOS,RWZI Vlieland,2022,88,kg
Distikstofoxide,RWZI Vlieland,2022,244,kg
Koolstofdioxide,RWZI Vlieland,2022,2228,kg CO₂-eq
Koolstofdioxide,RWZI Vlieland,2022,2228,kg
Methaan,RWZI Vlieland,2022,2374,kg CO₂-eq
Koolstofdioxide,RWZI Vlieland,2022,5945,kg CO₂-eq
Koolstofdioxide,RWZI Vlieland,2022,5945,kg
Distikstofoxide,RWZI Vlieland,2022,64728,kg CO₂-eq
Distikstofoxide,RWZI Vollenhove,2022,1,kg CO₂-eq
Tolueen,RWZI Vollenhove,2022,2,kg
Methaan,RWZI Vollenhove,2022,3,kg CO₂-eq
NMVOS,RWZI Vollenhove,2022,8,kg
Distikstofoxide,RWZI Vollenhove,2022,565,kg
Methaan,RWZI Vollenhove,2022,968,kg
VOS,RWZI Vollenhove,2022,977,kg
Koolstofdioxide,RWZI Vollenhove,2022,1157,kg CO₂-eq
Koolstofdioxide,RWZI Vollenhove,2022,1157,kg
Methaan,RWZI Vollenhove,2022,27114,kg CO₂-eq
Koolstofdioxide,RWZI Vollenhove,2022,140739,kg CO₂-eq
Koolstofdioxide,RWZI Vollenhove,2022,140739,kg
Distikstofoxide,RWZI Vollenhove,2022,149776,kg CO₂-eq
Tolueen,RWZI Vossemeer,2022,1,kg
NMVOS,RWZI Vossemeer,2022,3,kg
Distikstofoxide,RWZI Vossemeer,2022,188,kg
Methaan,RWZI Vossemeer,2022,628,kg
VOS,RWZI Vossemeer,2022,632,kg
Methaan,RWZI Vossemeer,2022,17589,kg CO₂-eq
Distikstofoxide,RWZI Vossemeer,2022,49946,kg CO₂-eq
Koolstofdioxide,RWZI Vossemeer,2022,64361,kg CO₂-eq
Koolstofdioxide,RWZI Vossemeer,2022,64361,kg
Distikstofoxide,RWZI Vriescheloo,2022,1,kg CO₂-eq
Koolstofmonoxide,RWZI Vriescheloo,2022,1,kg
Stikstofoxiden (als NO2),RWZI Vriescheloo,2022,1,kg
Tolueen,RWZI Vriescheloo,2022,2,kg
Methaan,RWZI Vriescheloo,2022,7,kg CO₂-eq
NMVOS,RWZI Vriescheloo,2022,9,kg
Distikstofoxide,RWZI Vriescheloo,2022,461,kg
Methaan,RWZI Vriescheloo,2022,1097,kg
VOS,RWZI Vriescheloo,2022,1105,kg
Koolstofdioxide,RWZI Vriescheloo,2022,2534,kg CO₂-eq
Koolstofdioxide,RWZI Vriescheloo,2022,2534,kg
Methaan,RWZI Vriescheloo,2022,30713,kg CO₂-eq
Distikstofoxide,RWZI Vriescheloo,2022,122053,kg CO₂-eq
Koolstofdioxide,RWZI Vriescheloo,2022,147908,kg CO₂-eq
Koolstofdioxide,RWZI Vriescheloo,2022,147908,kg
Distikstofoxide,RWZI Vriezenveen,2022,1,kg CO₂-eq
Koolstofmonoxide,RWZI Vriezenveen,2022,1,kg
Stikstofoxiden (als NO2),RWZI Vriezenveen,2022,1,kg
Tolueen,RWZI Vriezenveen,2022,3,kg
Methaan,RWZI Vriezenveen,2022,4,kg CO₂-eq
NMVOS,RWZI Vriezenveen,2022,581,kg
Distikstofoxide,RWZI Vriezenveen,2022,899,kg
Methaan,RWZI Vriezenveen,2022,1379,kg
Koolstofdioxide,RWZI Vriezenveen,2022,1509,kg CO₂-eq
Koolstofdioxide,RWZI Vriezenveen,2022,1509,kg
VOS,RWZI Vriezenveen,2022,1960,kg
Methaan,RWZI Vriezenveen,2022,38600,kg CO₂-eq
Koolstofdioxide,RWZI Vriezenveen,2022,171244,kg CO₂-eq
Koolstofdioxide,RWZI Vriezenveen,2022,171244,kg
Distikstofoxide,RWZI Vriezenveen,2022,238315,kg CO₂-eq
Methaan,RWZI Vroomshoop,2022,1,kg
VOS,RWZI Vroomshoop,2022,1,kg
Stikstofoxiden (als NO2),RWZI Vroomshoop,2022,3,kg
Distikstofoxide,RWZI Vroomshoop,2022,4,kg CO₂-eq
Koolstofmonoxide,RWZI Vroomshoop,2022,4,kg
Tolueen,RWZI Vroomshoop,2022,6,kg
NMVOS,RWZI Vroomshoop,2022,23,kg
Methaan,RWZI Vroomshoop,2022,26,kg CO₂-eq
Distikstofoxide,RWZI Vroomshoop,2022,1435,kg
Methaan,RWZI Vroomshoop,2022,4842,kg
VOS,RWZI Vroomshoop,2022,4865,kg
